Order ID,Order Date,Customer ID,Product Name,Category,Sub-Category,Region,Country,City,Quantity,Unit Price,Discount (%),Total Sales,Profit,Shipping Cost,Order Priority,Sales Rep,Warehouse Code,Profit Margin (%)
O-1293,2024-12-16,C-3244,Morning Plus,Electronics,Phones,North America,Canada,Carrillobury,0.47368421052631576,498.1,0.0,4981.0,593.88,21.03,High,Ralph Campbell,W3,11.92
O-1294,2025-05-29,C-2636,Argue Pro,Furniture,Chairs,Europe,UK,East Carolyn,0.10526315789473684,20.39,0.3,42.82,7.3,21.18,High,Carolyn Odonnell,W4,17.05
O-1295,2024-09-06,C-5174,Develop X,Furniture,Sofas,Asia,Japan,Hardintown,0.9473684210526316,408.23,0.29,5507.02,816.49,34.55,Low,Wendy Dixon,W1,14.83
O-1296,2025-06-04,C-7404,Yes Pro,Furniture,Tables,Europe,France,South Bonnie,0.0,361.89,0.22,282.27,42.07,38.63,High,Vanessa Andrews,W4,14.9
O-1297,2024-09-10,C-9735,Machine Plus,Apparel,Shirts,Asia,India,Williammouth,0.9473684210526316,270.84,0.06,4837.2,842.58,9.87,Low,Michael Singh,W2,17.42
O-1298,2025-07-11,C-2886,Us Plus,Apparel,Shoes,North America,USA,Lake Stephanie,0.3684210526315789,988.52,0.19,6405.61,1133.03,18.25,Low,Tyler Thomas,W4,17.69
O-1299,2025-01-09,C-6627,Certainly Pro,Electronics,Phones,Europe,Germany,Lisaborough,0.631578947368421,455.01,0.07,5501.07,722.54,41.44,High,Ashley Gutierrez,W1,13.13
O-1300,2024-08-27,C-6046,Pass Plus,Furniture,Sofas,Europe,Germany,Erinton,0.7894736842105263,433.24,0.18,5684.11,1194.45,5.22,High,Robert Santiago,W3,21.01
O-1301,2025-05-16,C-9073,White Pro,Electronics,Phones,Europe,Germany,Port Jasmineland,0.2631578947368421,246.58,0.28,1065.23,140.85,12.83,Medium,Jenna Jones,W3,13.22
O-1302,2025-06-09,C-9458,Later X,Furniture,Tables,Asia,Japan,North Christie,0.9473684210526316,909.97,0.06,16252.06,2130.02,6.58,High,Vicki Robbins,W3,13.11
O-1303,2024-10-27,C-2256,Might Plus,Furniture,Sofas,Europe,UK,South Danielside,0.42105263157894735,158.4,0.23,1097.71,202.82,49.76,Medium,Timothy Young,W4,18.48
O-1304,2024-08-16,C-4881,Goal Pro,Electronics,Tablets,North America,USA,Anitatown,0.3684210526315789,150.11,0.13,1044.77,244.87,9.19,High,Whitney Robbins,W1,23.44
O-1305,2025-04-08,C-8964,Many Pro,Apparel,Shirts,Asia,India,New Jordanside,0.21052631578947367,340.45,0.23,1310.73,216.78,20.02,High,Angela Cohen,W2,16.54
O-1306,2024-09-22,C-5631,Yourself X,Electronics,Tablets,Asia,Japan,Sheltonshire,0.6842105263157894,765.69,0.08,9862.09,1271.02,35.84,Low,William Gutierrez,W3,12.89
O-1307,2025-01-21,C-7010,Skill Plus,Furniture,Chairs,Asia,India,Lake Chad,0.2631578947368421,117.76,0.08,650.04,164.46,32.08,High,Antonio Lee,W2,25.3
O-1308,2024-12-24,C-3108,Truth Mini,Furniture,Sofas,Europe,France,South Katrina,0.631578947368421,514.84,0.16,5622.05,711.78,45.18,Low,Anthony Woods,W3,12.66
O-1309,2024-12-25,C-5176,Marriage Mini,Apparel,Shirts,Europe,France,New Valerie,0.05263157894736842,685.36,0.01,1357.01,370.9,22.85,Low,Trevor Hawkins,W1,27.33
O-1310,2024-11-30,C-7696,Tax Pro,Apparel,Jackets,Europe,Germany,Seanshire,0.2631578947368421,199.54,0.1,1077.52,135.55,25.85,Medium,Michaela Gilbert,W2,12.58
O-1311,2024-08-08,C-6180,Listen Mini,Electronics,Phones,North America,USA,Ricemouth,0.42105263157894735,856.45,0.13,6706.0,1786.83,22.59,Medium,Michael Day,W2,26.65
O-1312,2024-09-25,C-9113,Dark Mini,Apparel,Jackets,Asia,China,New Joshua,0.5263157894736843,505.33,0.21,4391.32,975.23,11.23,Medium,Jeffrey Davis,W1,22.21
O-1313,2024-11-23,C-9558,Fill Plus,Electronics,Phones,Europe,Germany,New Kyleshire,0.0,11.0,0.09,10.01,1.65,5.42,Medium,Katherine Martinez,W1,16.48
O-1314,2025-04-14,C-5183,Truth Plus,Furniture,Tables,Asia,China,North Brittanybury,0.42105263157894735,402.98,0.19,2937.72,384.21,36.97,High,Donald Gomez,W1,13.08
O-1315,2024-12-16,C-7418,Middle Mini,Furniture,Tables,Asia,India,South Tiffany,0.5263157894736843,503.98,0.07,5155.72,1222.06,23.0,Medium,Jacob Marshall,W3,23.7
O-1316,2024-09-13,C-6277,Chance Plus,Furniture,Chairs,North America,USA,Anthonyborough,0.736842105263158,642.16,0.01,9536.08,1539.87,28.22,High,Carla Mcdowell,W2,16.15
O-1317,2025-01-25,C-4573,Director Pro,Apparel,Shirts,North America,Canada,Williamsberg,0.736842105263158,516.75,0.01,7673.74,998.29,45.23,High,Steven Tran,W3,13.01
O-1318,2024-08-06,C-5782,Anything Pro,Furniture,Sofas,North America,USA,Andersonshire,0.5263157894736843,508.96,0.3,3918.99,1040.71,43.23,Medium,John Vasquez,W3,26.56
O-1319,2025-01-25,C-4794,Become X,Electronics,Laptops,Asia,India,East Ashley,0.42105263157894735,751.51,0.29,4802.15,1248.8,29.7,High,Andrew Murphy,W2,26.01
O-1320,2025-06-16,C-9237,Shake X,Apparel,Jackets,Europe,France,Lynchmouth,0.0,559.69,0.02,548.5,140.36,17.01,Low,Linda Johnson,W3,25.59
O-1321,2025-06-14,C-9571,Size Pro,Electronics,Laptops,Europe,Germany,Lucasborough,0.10526315789473684,897.85,0.09,2451.13,314.62,27.93,Medium,Chad Larson,W3,12.84
O-1322,2025-06-18,C-5604,Hotel Plus,Apparel,Shirts,Europe,Germany,Port Gary,1.0,826.73,0.04,15873.22,3592.89,46.95,Low,Jasmine Allen,W1,22.63
O-1323,2025-05-24,C-1922,Cut X,Furniture,Sofas,North America,Canada,Lake Samuel,0.3157894736842105,506.58,0.14,3049.61,390.86,37.74,High,Gregory Williams MD,W2,12.82
O-1324,2025-06-12,C-8212,Book Pro,Furniture,Tables,Europe,Germany,Ethantown,0.47368421052631576,263.2,0.18,2158.24,488.79,23.1,Medium,Laura Monroe,W3,22.65
O-1325,2025-03-26,C-8144,Start X,Furniture,Sofas,Asia,India,Port Kenneth,0.894736842105263,396.7,0.07,6640.76,1096.72,46.7,Medium,Julie Lane,W4,16.51
O-1326,2025-02-17,C-5501,Inside X,Electronics,Laptops,North America,USA,Juanton,0.15789473684210525,836.37,0.06,3144.75,492.56,48.13,Low,Adam Bond,W2,15.66
O-1327,2024-08-14,C-4756,Appear X,Electronics,Tablets,Europe,UK,Lake Tinahaven,0.3157894736842105,490.8,0.0,3435.6,914.36,35.55,Medium,Charles Jennings,W3,26.61
O-1328,2025-04-10,C-9630,Point Pro,Electronics,Phones,Europe,UK,West Sharonport,0.894736842105263,290.99,0.2,4190.26,456.85,18.09,Medium,Jonathan Henderson,W3,10.9
O-1329,2024-10-03,C-7692,Seem Pro,Electronics,Laptops,Europe,UK,Lake Andrea,0.05263157894736842,824.51,0.15,1401.67,372.05,27.42,Low,Zachary Ramos,W2,26.54
O-1330,2025-01-15,C-3954,Opportunity Pro,Electronics,Phones,Asia,China,North Justin,0.47368421052631576,456.68,0.18,3744.78,424.91,37.09,Medium,Ashley Anthony,W4,11.35
O-1331,2025-06-11,C-5120,Admit Plus,Furniture,Sofas,Europe,Germany,Schmidtborough,0.8421052631578947,575.53,0.0,9784.01,1896.19,35.69,Low,Isaac Nguyen,W3,19.38
O-1332,2024-11-12,C-4588,Food X,Furniture,Sofas,Europe,Germany,New Clinton,0.10526315789473684,956.29,0.06,2696.74,748.29,34.0,High,Jason Carpenter,W3,27.75
O-1333,2025-06-06,C-2395,Near Pro,Apparel,Jackets,Asia,Japan,Port Normaview,0.10526315789473684,285.99,0.19,694.96,184.55,18.09,Medium,Debra Pineda,W4,26.56
O-1334,2025-04-20,C-2795,Exist Mini,Apparel,Jackets,North America,Canada,North Geraldmouth,0.7894736842105263,345.86,0.16,4648.36,1208.89,38.47,High,Alexander Mckay,W2,26.01
O-1335,2025-03-12,C-5312,Cell Plus,Apparel,Shirts,Europe,UK,Robertsonfurt,0.631578947368421,534.01,0.01,6872.71,1884.87,47.11,High,Jessica Hopkins,W3,27.43
O-1336,2024-10-21,C-3360,View X,Electronics,Laptops,North America,Canada,Rogerston,1.0,56.74,0.04,1089.41,311.95,20.95,High,Jacqueline Jenkins,W3,28.63
O-1337,2024-10-07,C-1276,Already Plus,Apparel,Shoes,Asia,China,New Amandashire,0.05263157894736842,727.57,0.29,1033.15,272.78,41.18,Low,Michael Gutierrez,W1,26.4
O-1338,2025-02-17,C-9484,Tough Plus,Furniture,Tables,Asia,China,West Taylorborough,0.0,420.58,0.13,365.9,91.8,45.74,Medium,Russell Crosby,W2,25.09
O-1339,2024-12-03,C-8182,Company X,Apparel,Shoes,North America,USA,Ronnieshire,0.6842105263157894,956.19,0.3,9370.66,1830.22,10.38,Low,Laura Coleman,W4,19.53
O-1340,2025-04-30,C-9964,Mention Plus,Apparel,Shoes,North America,Canada,Lake Shannon,0.15789473684210525,669.21,0.26,1980.86,447.78,6.95,Medium,Robert Lowe,W2,22.61
O-1341,2025-07-12,C-3355,Good X,Furniture,Tables,Asia,China,Carneyburgh,0.9473684210526316,222.1,0.11,3755.71,538.25,31.73,Medium,Jaime Kim,W2,14.33
O-1342,2024-08-05,C-7347,Year Plus,Furniture,Sofas,North America,Canada,Joneschester,0.42105263157894735,513.91,0.2,3700.15,454.02,8.02,High,Matthew Bauer,W3,12.27
O-1343,2025-07-23,C-4203,Attorney Mini,Furniture,Sofas,Asia,India,South Luis,0.3157894736842105,56.94,0.16,334.81,99.48,33.08,Medium,Jerry Fisher,W2,29.71
O-1344,2024-12-06,C-1911,Character Mini,Furniture,Tables,North America,Canada,Griffinport,0.631578947368421,976.38,0.19,10281.28,1773.68,48.0,Low,Sarah Choi,W2,17.25
O-1345,2025-04-03,C-1568,Myself Pro,Furniture,Tables,Europe,France,Brandifurt,0.2631578947368421,23.48,0.15,119.75,16.86,20.95,Medium,Brittney Roberts,W3,14.08
O-1346,2025-01-15,C-4045,Show X,Electronics,Laptops,Asia,India,Lake Alan,0.9473684210526316,14.22,0.1,243.16,68.88,14.66,High,Leslie Smith,W1,28.33
O-1347,2025-01-31,C-7393,Range Mini,Apparel,Shoes,Europe,Germany,Thompsonport,0.10526315789473684,832.75,0.3,1748.77,453.95,8.51,High,Jeffrey Yu,W4,25.96
O-1348,2024-10-23,C-4769,Lead Plus,Furniture,Sofas,Asia,India,Kimberlyview,0.8421052631578947,12.8,0.28,156.67,17.16,32.92,Low,Allison Stanley,W1,10.95
O-1349,2025-03-03,C-5314,Foreign Mini,Electronics,Phones,Europe,Germany,West Davidview,0.2631578947368421,349.4,0.24,1593.26,348.21,20.84,Low,Kenneth Clark,W1,21.86
O-1350,2024-11-12,C-8799,Quite X,Furniture,Tables,Asia,India,New Phyllistown,0.21052631578947367,311.28,0.15,1322.94,132.32,20.77,Medium,Anthony Abbott,W4,10.0
O-1351,2024-11-05,C-9676,Window Mini,Apparel,Shoes,North America,Canada,North Andrewview,0.2631578947368421,94.96,0.11,507.09,117.18,25.89,High,Hunter Harrell,W3,23.11
O-1352,2025-06-02,C-6853,Term Pro,Furniture,Tables,North America,USA,Elizabethton,0.736842105263158,68.15,0.26,756.47,165.86,44.18,High,Bradley Lopez,W3,21.93
O-1353,2024-11-29,C-5287,Beyond Mini,Furniture,Tables,North America,USA,North Nataliestad,0.8421052631578947,805.4,0.14,11774.95,3149.68,49.54,Low,Kevin Reeves,W2,26.75
O-1354,2024-07-26,C-1848,Debate Mini,Furniture,Tables,North America,Canada,Vasquezmouth,0.736842105263158,940.15,0.22,10999.76,2374.18,11.39,Medium,Jennifer Cook,W3,21.58
O-1355,2025-05-03,C-7254,Way Mini,Furniture,Chairs,North America,Canada,Port Daniel,0.10526315789473684,667.09,0.23,1540.98,175.8,13.84,Low,Brian Webster,W2,11.41
O-1356,2025-05-09,C-4731,Ready X,Furniture,Chairs,Europe,France,Glorialand,0.42105263157894735,285.05,0.27,1872.78,333.46,27.08,Low,Michelle Hernandez,W3,17.81
O-1357,2024-12-27,C-1206,Language Pro,Electronics,Tablets,Asia,China,Johnsonside,1.0,127.76,0.04,2452.99,567.2,40.7,Low,Kaylee Clark,W4,23.12
O-1358,2024-12-06,C-8839,Fear Pro,Furniture,Tables,Europe,UK,New Michaelton,0.3157894736842105,436.55,0.05,2903.06,331.77,27.28,High,Daniel Russell,W1,11.43
O-1359,2024-07-26,C-2964,Morning X,Furniture,Tables,Asia,India,West Stevenside,0.0,234.49,0.02,229.8,56.2,14.03,Low,Dillon Warren,W4,24.46
O-1360,2024-10-05,C-7537,Approach X,Electronics,Phones,Europe,France,Jasonchester,0.5789473684210527,177.11,0.04,2040.31,490.24,30.93,Medium,Terri Reed,W4,24.03
O-1361,2025-02-08,C-4538,Pretty Plus,Apparel,Shirts,North America,USA,Port Patrick,0.21052631578947367,841.63,0.24,3198.19,940.55,10.33,Medium,Patrick Collier,W2,29.41
O-1362,2025-04-30,C-6963,Natural X,Furniture,Tables,Europe,UK,West Caroline,0.8421052631578947,636.33,0.05,10276.73,1227.48,7.15,High,Ashley Weeks,W2,11.94
O-1363,2025-05-04,C-9516,Cut Mini,Apparel,Shirts,Asia,China,Lake Juliefurt,0.9473684210526316,514.7,0.2,7823.44,1821.88,9.91,Low,Alan Martinez,W1,23.29
O-1364,2025-05-14,C-9921,Class Plus,Apparel,Jackets,Europe,UK,Roberttown,0.10526315789473684,382.7,0.18,941.44,172.81,11.07,Medium,William Costa,W1,18.36
O-1365,2024-08-06,C-1802,Give Plus,Electronics,Tablets,Asia,Japan,East Samantha,0.736842105263158,723.71,0.1,9770.09,1776.0,9.92,High,Gavin Wallace,W1,18.18
O-1366,2025-06-19,C-2792,Value Mini,Electronics,Tablets,North America,Canada,Port Jessica,1.0,158.44,0.13,2756.86,381.23,27.24,Medium,Manuel Sellers,W1,13.83
O-1367,2025-01-05,C-4624,Service X,Electronics,Laptops,Europe,UK,Josephfort,0.21052631578947367,34.3,0.09,156.06,32.31,28.15,Low,Yolanda Cain,W2,20.7
O-1368,2024-11-01,C-2902,Kitchen Pro,Furniture,Chairs,Europe,Germany,Millerbury,1.0,520.01,0.2,8320.16,1907.46,11.32,High,Amanda Johnson,W2,22.93
O-1369,2024-11-08,C-2522,That Plus,Electronics,Tablets,Asia,India,Johnland,0.10526315789473684,641.32,0.23,1481.45,211.39,16.54,High,Cheryl Crawford,W1,14.27
O-1370,2025-03-25,C-4779,Environment Pro,Electronics,Phones,North America,USA,New Michael,0.2631578947368421,379.15,0.07,2115.66,310.27,41.73,Medium,Lisa Silva,W1,14.67
O-1371,2025-05-25,C-8987,Character Plus,Apparel,Shirts,Asia,India,Claytonville,0.3157894736842105,337.74,0.21,1867.7,449.41,13.36,High,Jennifer Dickerson MD,W2,24.06
O-1372,2025-03-14,C-8072,Staff X,Apparel,Shoes,Asia,China,West David,0.21052631578947367,401.34,0.21,1585.29,180.24,19.92,High,Richard Cervantes,W3,11.37
O-1373,2024-12-31,C-4889,Check X,Apparel,Jackets,North America,USA,Pamelaview,0.9473684210526316,646.42,0.03,11913.52,2894.39,36.28,High,William Molina,W4,24.3
O-1374,2024-10-16,C-3704,Green Mini,Furniture,Tables,Europe,France,Hernandezview,0.7894736842105263,623.77,0.26,7385.44,1191.34,33.05,Low,Timothy Brandt,W1,16.13
O-1375,2025-06-27,C-7362,Energy Plus,Apparel,Shoes,North America,USA,East Carol,0.05263157894736842,825.6,0.12,1453.06,173.48,23.71,Low,Mr. Benjamin Faulkner II,W2,11.94
O-1376,2024-11-13,C-2808,Mr Plus,Furniture,Sofas,Europe,UK,East Reginaldstad,0.5789473684210527,596.84,0.09,6517.49,1659.1,5.19,High,Gloria Vasquez,W2,25.46
O-1377,2025-07-12,C-3592,People Mini,Furniture,Tables,Europe,Germany,Johnbury,0.10526315789473684,490.02,0.14,1264.25,303.04,28.97,Medium,Lawrence Hunter,W2,23.97
O-1378,2024-11-22,C-7926,Should Plus,Electronics,Laptops,North America,Canada,West Melissa,0.894736842105263,682.17,0.22,9577.67,2039.55,41.58,Medium,Victoria Martin,W3,21.29
O-1379,2025-06-21,C-2920,Half Pro,Apparel,Shirts,Asia,India,Jonesborough,0.736842105263158,514.63,0.16,6484.34,827.42,39.92,Low,Rebecca Johnson,W3,12.76
O-1380,2025-05-26,C-1663,Game X,Apparel,Shoes,North America,Canada,Lake Matthewberg,0.5263157894736843,717.29,0.17,6548.86,878.59,48.79,High,Taylor Middleton,W3,13.42
O-1381,2025-03-05,C-9697,Check Plus,Furniture,Sofas,Europe,France,West Lori,0.5263157894736843,841.14,0.24,7031.93,1138.64,12.4,High,Benjamin Barker,W2,16.19
O-1382,2024-12-07,C-5664,Of X,Apparel,Jackets,Asia,China,North Patrick,0.5789473684210527,504.17,0.28,4356.03,882.04,47.06,Low,Shannon Pena,W4,20.25
O-1383,2025-07-16,C-2798,Far Plus,Electronics,Phones,North America,Canada,Williamsmouth,0.3684210526315789,691.1,0.22,4312.46,754.75,22.13,Medium,Jonathan Humphrey,W1,17.5
O-1384,2025-06-02,C-5143,Safe Pro,Electronics,Phones,North America,Canada,New Abigail,0.6842105263157894,147.35,0.09,1877.24,464.92,10.73,Medium,Amanda Buckley,W1,24.77
O-1385,2025-04-27,C-2462,To X,Apparel,Shoes,Asia,China,Port Jeffrey,0.42105263157894735,714.16,0.1,5784.7,1105.79,36.13,Low,David Shaw,W1,19.12
O-1386,2024-10-24,C-1397,Want Pro,Apparel,Jackets,Asia,India,Port George,0.10526315789473684,982.66,0.06,2771.1,773.93,15.54,High,Robert Rhodes,W4,27.93
O-1387,2025-04-01,C-2785,Traditional Plus,Furniture,Sofas,Asia,Japan,Mcbrideburgh,0.736842105263158,773.99,0.29,8242.99,870.19,28.18,High,Monica Schneider,W3,10.56
O-1388,2025-02-08,C-8816,Drug Mini,Furniture,Sofas,Asia,China,Nicholasbury,0.5263157894736843,582.51,0.22,4997.94,1193.17,10.67,Low,Linda Smith,W4,23.87
O-1389,2025-03-27,C-4623,Behind Pro,Apparel,Shirts,Europe,Germany,Port Michael,0.0,718.12,0.23,552.95,134.47,21.82,Low,Cheryl Moore,W2,24.32
O-1390,2025-01-21,C-6762,Toward X,Furniture,Chairs,Asia,India,Hallshire,0.5789473684210527,298.13,0.12,3148.25,325.32,33.08,High,Rebecca Williams,W1,10.33
O-1391,2024-08-22,C-8320,Development X,Apparel,Shirts,Europe,UK,South Jamesshire,0.47368421052631576,44.4,0.25,333.0,51.3,43.1,Medium,Lawrence Ortiz,W2,15.41
O-1392,2025-07-08,C-9159,Understand Plus,Furniture,Chairs,Asia,India,Delacruzbury,1.0,709.51,0.17,11777.87,2291.96,15.54,High,Adrian Beck,W4,19.46
O-1393,2024-12-30,C-5330,Despite Pro,Furniture,Tables,Europe,UK,New Ricky,0.2631578947368421,882.69,0.09,4819.49,1339.06,37.87,Medium,Barbara Lee,W3,27.78
O-1394,2025-02-06,C-1311,Remain Pro,Electronics,Laptops,North America,Canada,New Johnshire,0.10526315789473684,836.08,0.3,1755.77,257.91,32.26,Medium,Katherine Murray,W4,14.69
O-1395,2024-11-27,C-7292,Feel Plus,Furniture,Chairs,Asia,China,Port Bethanyfort,0.2631578947368421,615.53,0.01,3656.25,477.0,44.59,High,Douglas Mooney,W2,13.05
O-1396,2024-10-27,C-1847,Woman Mini,Furniture,Sofas,Europe,UK,Kellytown,0.9473684210526316,665.93,0.22,9869.08,1615.69,44.99,Low,Anthony Carroll,W2,16.37
O-1397,2024-11-04,C-3477,Body Pro,Apparel,Shirts,Asia,China,Davidchester,0.631578947368421,299.45,0.19,3153.21,835.9,47.92,Medium,Justin Wallace,W3,26.51
O-1398,2025-03-04,C-6985,Suddenly Mini,Electronics,Tablets,Asia,China,Chelseahaven,0.5789473684210527,378.34,0.07,4222.27,744.31,40.32,Low,Christine Wright,W4,17.63
O-1399,2024-08-13,C-9600,Material X,Electronics,Tablets,North America,USA,Cassandrafort,0.2631578947368421,520.98,0.02,3063.36,771.61,42.61,High,Willie Norris,W2,25.19
O-1400,2024-12-09,C-3807,Only Plus,Furniture,Chairs,North America,USA,Teresaborough,0.7894736842105263,70.59,0.08,1039.08,172.9,20.05,High,Jamie Stewart,W3,16.64
O-1401,2024-08-23,C-8394,Technology Pro,Apparel,Shirts,Asia,China,Maxbury,0.8421052631578947,687.47,0.11,10401.42,1119.16,16.3,Low,Tina Hall,W1,10.76
O-1402,2025-02-16,C-6891,Trial Pro,Furniture,Sofas,Europe,Germany,Dylanburgh,0.05263157894736842,268.46,0.25,402.69,66.17,14.02,Low,Roberto Farrell,W1,16.43
O-1403,2025-03-19,C-6382,Beyond Pro,Furniture,Sofas,North America,USA,Port Andrewtown,0.2631578947368421,907.96,0.18,4467.16,527.73,27.2,Low,Rhonda Huffman,W4,11.81
O-1404,2025-04-14,C-9132,Better Plus,Furniture,Tables,Asia,India,Spearsport,0.0,692.45,0.02,678.6,167.3,43.62,Medium,John Zimmerman,W3,24.65
O-1405,2024-12-26,C-2571,Dark X,Apparel,Jackets,North America,USA,Port Stanleyborough,0.21052631578947367,633.1,0.01,3133.84,352.14,13.03,Low,Nicholas Rodriguez,W2,11.24
O-1406,2025-03-25,C-8928,Reason Pro,Apparel,Jackets,Asia,China,Port Stephen,0.736842105263158,65.18,0.23,752.83,87.7,31.61,High,Lynn Johnson,W2,11.65
O-1407,2024-08-23,C-1751,Newspaper Plus,Electronics,Laptops,North America,USA,Frazierchester,0.21052631578947367,400.67,0.24,1522.55,330.0,8.54,High,Jason Burns,W2,21.67
O-1408,2024-09-28,C-6770,Road Mini,Furniture,Sofas,North America,USA,Wrightmouth,0.8421052631578947,966.67,0.21,12982.38,2468.02,10.94,Medium,Joanna Henderson,W2,19.01
O-1409,2025-01-05,C-3722,Crime X,Electronics,Tablets,Europe,UK,West Jeffreyside,1.0,724.96,0.25,10874.4,2586.58,17.98,High,Michele Wheeler,W1,23.79
O-1410,2025-02-14,C-5942,Everything Pro,Electronics,Laptops,Asia,China,Robertland,0.5263157894736843,386.19,0.25,3186.07,825.39,26.51,Low,Wendy Le,W3,25.91
O-1411,2025-06-08,C-9082,Home Pro,Furniture,Chairs,Asia,China,Michaelfurt,1.0,561.08,0.03,10884.95,2848.16,15.56,High,Michael Bass,W3,26.17
O-1412,2024-09-05,C-5153,Sport Mini,Electronics,Laptops,Europe,France,West Haroldville,0.15789473684210525,666.2,0.07,2478.26,252.69,47.64,Low,Patricia Lewis,W2,10.2
O-1413,2025-06-22,C-2614,Future Pro,Furniture,Sofas,Europe,France,West Kristinview,0.47368421052631576,158.09,0.11,1407.0,156.19,17.88,Medium,David Garcia,W3,11.1
O-1414,2025-03-17,C-9210,Peace Pro,Apparel,Shirts,Europe,France,Jonesstad,0.8421052631578947,321.58,0.17,4537.49,533.01,44.14,High,Peter Hunt,W4,11.75
O-1415,2025-05-09,C-4967,Anyone Pro,Furniture,Chairs,Europe,UK,North Lisaview,0.5263157894736843,222.35,0.2,1956.68,364.92,43.38,High,Jeffrey Key,W4,18.65
O-1416,2024-07-28,C-5337,Evening Mini,Apparel,Shoes,Asia,China,North Mollybury,0.736842105263158,616.21,0.26,6839.93,888.48,13.35,High,Nathan Lambert,W3,12.99
O-1417,2024-08-25,C-9648,Sea Mini,Apparel,Jackets,North America,USA,Whiteborough,0.10526315789473684,330.44,0.08,912.01,173.28,9.74,Low,Troy Hobbs,W1,19.0
O-1418,2025-07-21,C-4536,Left Pro,Electronics,Tablets,Europe,Germany,Port Jamesport,0.7894736842105263,703.9,0.23,8672.05,2232.89,20.56,High,Anna Tucker,W1,25.75
O-1419,2025-04-21,C-8238,Civil Mini,Apparel,Jackets,North America,USA,Nicolechester,0.47368421052631576,764.46,0.01,7568.15,824.65,35.68,Medium,Gregory Guzman,W1,10.9
O-1420,2025-05-19,C-7642,Blood Plus,Electronics,Tablets,North America,USA,New Lauren,0.5789473684210527,127.36,0.1,1375.49,350.07,16.48,Medium,Sean Strickland,W2,25.45
O-1421,2025-05-21,C-3245,Present Plus,Apparel,Jackets,North America,Canada,West Meganburgh,0.6842105263157894,35.39,0.13,431.05,123.53,8.36,Low,Andrew Reeves,W1,28.66
O-1422,2025-02-22,C-4810,Region Pro,Furniture,Sofas,Asia,China,Campbellview,0.736842105263158,308.11,0.28,3327.59,365.19,38.39,High,Sharon Medina,W1,10.97
O-1423,2025-02-20,C-4902,Herself Plus,Furniture,Tables,Europe,France,West Sandrabury,0.21052631578947367,157.19,0.18,644.48,170.45,48.67,Low,Katrina Collins,W1,26.45
O-1424,2025-04-08,C-5153,Other Mini,Furniture,Chairs,Europe,UK,Lake Karen,0.05263157894736842,33.19,0.28,47.79,6.92,43.83,Medium,Katie Miller,W1,14.48
O-1425,2024-11-21,C-3585,Cell Plus,Electronics,Phones,Asia,Japan,West Markstad,0.9473684210526316,42.88,0.09,741.4,151.14,28.5,High,Scott Haynes,W1,20.39
O-1426,2025-03-29,C-1581,Good X,Furniture,Tables,North America,USA,Lake Jennifer,0.21052631578947367,584.34,0.29,2074.41,305.77,40.48,Low,Charles Gonzalez,W1,14.74
O-1427,2025-03-21,C-6770,Writer Mini,Apparel,Shirts,Asia,China,North Alisonhaven,0.42105263157894735,586.6,0.03,5121.02,1250.71,31.64,Medium,Carrie Moran,W4,24.42
O-1428,2025-02-22,C-3538,Mean Pro,Apparel,Jackets,Asia,India,Angelaburgh,0.2631578947368421,668.33,0.12,3528.78,771.77,27.89,Medium,Alicia Nash,W2,21.87
O-1429,2024-07-31,C-9223,Soldier Plus,Furniture,Chairs,Asia,China,West Brandon,0.3684210526315789,841.21,0.06,6325.9,1120.65,6.12,Low,Brian Wheeler,W2,17.72
O-1430,2024-10-05,C-5933,End Plus,Electronics,Tablets,North America,Canada,Paulaland,0.42105263157894735,519.49,0.03,4535.15,965.54,10.25,Medium,Denise Parker,W4,21.29
O-1431,2025-07-17,C-7346,Pretty X,Apparel,Shirts,Europe,France,Aaronmouth,0.05263157894736842,56.56,0.15,96.15,12.39,5.24,High,Shane Taylor,W3,12.89
O-1432,2025-04-29,C-7120,We Plus,Electronics,Laptops,North America,USA,East Matthewside,0.6842105263157894,546.32,0.16,6424.72,928.59,31.36,Low,Brandy Tanner,W3,14.45
O-1433,2024-10-18,C-2590,Center Plus,Electronics,Tablets,Asia,India,Kellyside,0.5789473684210527,740.68,0.1,7999.34,1130.08,44.92,Low,Lauren Riley,W3,14.13
O-1434,2025-02-04,C-4711,Want X,Electronics,Phones,Europe,France,Moranhaven,0.15789473684210525,710.94,0.04,2730.01,396.85,30.36,High,Benjamin Quinn Jr.,W1,14.54
O-1435,2024-12-01,C-2820,Above X,Electronics,Laptops,Asia,India,West Joe,0.5789473684210527,324.42,0.09,3542.67,803.39,41.4,Medium,Nancy Neal,W1,22.68
O-1436,2024-10-31,C-4619,Citizen Plus,Electronics,Phones,Europe,Germany,Carpentershire,0.10526315789473684,115.72,0.02,340.22,80.35,34.89,Medium,Micheal Brown,W2,23.62
O-1437,2024-12-13,C-4496,Who Pro,Apparel,Shoes,North America,USA,East Keith,0.894736842105263,139.87,0.2,2014.13,257.3,19.76,Low,Kristi Jones,W3,12.77
O-1438,2025-03-19,C-5670,Policy X,Apparel,Shoes,Europe,UK,Lake Ashleyfurt,0.8421052631578947,668.52,0.15,9660.11,1883.86,6.57,High,Frederick Foster,W1,19.5
