Order ID,Order Date,Customer ID,Product Name,Category,Sub-Category,Region,Country,City,Quantity,Unit Price,Discount (%),Total Sales,Profit,Shipping Cost,Order Priority,Sales Rep,Warehouse Code
O-4232,2025-04-15,C-2118,Action Plus,Furniture,Chairs,Europe,UK,Hansenview,1.0,493.34,0.11,439.07,68.33,26.66,High,Alexis Burke,W1
O-7745,2025-06-13,C-1491,Force Plus,Apparel,Shirts,Asia,Japan,Kristinfort,7.0,,0.28,0.0,0.0,37.48,Medium,Rhonda Jackson,W4
O-4069,2024-10-13,C-9802,Off Pro,Electronics,Laptops,North America,Canada,Thomastown,15.0,610.63,0.21,7235.97,1371.43,27.41,Medium,Janet Rhodes,W3
,2024-07-27,C-4079,Church Pro,Apparel,Jackets,Asia,Japan,,18.0,958.6,0.11,15356.77,3086.7,13.62,High,Joyce Burnett,
O-5422,2024-11-05,C-4813,Beautiful Plus,Electronics,Tablets,Asia,China,Terrimouth,6.0,494.89,0.25,2227.01,320.41,26.44,Low,Vanessa Davis,W4
O-7597,2024-09-06,C-7766,Force Plus,Furniture,Tables,Europe,France,Gordonmouth,1.0,82.14,0.03,79.68,22.51,31.24,High,Anthony Mitchell,W3
,2024-12-22,C-8371,So X,Furniture,Tables,Europe,UK,Shannontown,3.0,415.26,0.13,1083.83,248.38,19.94,High,,W2
O-2932,,C-4851,Because Plus,Furniture,Sofas,North America,USA,Timothyville,15.0,368.91,0.04,5312.3,1151.21,42.1,High,Christopher Hale,W1
O-7577,2024-12-29,C-5758,Quality X,,Shoes,Asia,India,Rubiostad,8.0,110.39,0.23,680.0,133.0,37.17,Medium,Russell Harris,W4
O-9779,2024-10-12,C-8875,Card Plus,,Chairs,North America,,Angelastad,5.0,700.78,0.1,3153.51,715.05,34.16,High,Julie Washington,
O-2537,2024-11-23,C-3763,Decade X,Electronics,Tablets,North America,Canada,,9.0,639.46,0.29,4086.15,588.85,17.98,Low,,W1
O-8628,2024-09-13,C-1439,Glass Mini,Apparel,Shoes,North America,Canada,Samanthashire,4.0,763.3,0.01,3022.67,604.79,40.53,High,,W3
O-7080,2025-04-03,,To Plus,Electronics,Phones,North America,USA,Tinastad,,,0.1,0.0,0.0,6.47,High,Melissa Wright,W1
O-4612,,C-9819,Her Pro,Apparel,Shirts,Europe,France,South Alexandertown,7.0,381.67,0.03,2591.54,494.06,35.69,Medium,Perry Russell,W1
O-7037,2025-03-01,C-2217,Threat Mini,Electronics,,Europe,France,Rodgersberg,15.0,536.99,,8054.85,1923.64,11.57,High,,W3
O-7033,2024-11-08,C-2477,Beautiful Mini,Furniture,Sofas,,France,New Samuel,10.0,165.79,0.14,1425.79,412.77,,High,Daniel Hughes,W2
O-7352,2025-01-13,C-7919,Listen Pro,Electronics,Laptops,Europe,,Leonardberg,17.0,605.19,0.26,7613.29,1643.93,48.28,High,Valerie Baldwin,W3
O-9517,2024-09-03,C-4864,Skin X,Apparel,Jackets,North America,USA,Garyburgh,,781.12,0.3,546.78,108.5,35.83,Medium,Andrea Reynolds,W1
O-8823,2024-11-12,,Son X,Electronics,Phones,Europe,UK,Kristenville,15.0,276.18,0.0,4142.7,1134.4,9.11,Low,Daniel Blackwell,W2
O-9872,2024-10-13,C-2373,South X,Apparel,Shoes,,China,Mendozafurt,12.0,745.44,0.23,6887.87,1226.48,9.22,Medium,Devin Castillo,W3
,2024-09-03,C-4737,,Electronics,Tablets,Asia,China,Lisaview,2.0,628.09,0.02,1231.06,125.81,33.89,Medium,Dean Wright,
O-3065,2025-07-16,,,Electronics,Tablets,Europe,UK,Port Bonnieborough,20.0,,0.25,0.0,0.0,44.47,Medium,Matthew Peterson,W4
O-3584,2024-08-02,C-3758,Beyond X,Electronics,Phones,,USA,Nicholasborough,13.0,32.73,0.25,319.12,46.28,35.05,High,Travis Meadows,W4
O-2074,2025-02-19,C-6716,Film Plus,Apparel,Shoes,Europe,France,West Robertville,11.0,21.14,0.06,218.59,33.87,31.51,Medium,Jonathan Doyle,W3
O-2950,2025-06-23,C-4812,Create X,Electronics,Phones,Europe,Germany,North Ambertown,20.0,305.43,0.22,4764.71,1180.2,42.59,Low,Kelly Anderson,W4
,2025-07-08,C-7242,Though Pro,Apparel,Shoes,Asia,India,Murrayberg,8.0,209.67,0.29,1190.93,168.09,15.58,High,,W2
O-7614,2024-11-14,C-8639,Set X,Apparel,Shirts,Europe,France,Elizabethfort,1.0,466.77,0.11,415.43,99.65,40.25,Medium,Michael Smith,W3
O-3205,,C-1760,Involve Plus,Apparel,Shirts,North America,,Samanthahaven,7.0,503.81,0.11,3138.74,814.95,33.46,Low,Jennifer Simpson,W4
O-4394,2025-01-02,C-5646,Owner Plus,Electronics,Phones,North America,USA,,4.0,333.25,0.23,1026.41,170.28,7.48,High,Rebecca Mitchell,W4
O-8644,2025-02-28,C-1238,Become Plus,Furniture,,Asia,India,West Charles,18.0,209.3,,3767.4,642.45,21.4,Low,Christina Clark MD,W2
,,C-4126,,Apparel,Shoes,,USA,Mcdowellport,14.0,532.01,0.22,5809.55,807.69,30.15,Low,Rachel Watts,W3
O-1643,2025-03-18,C-8092,Mrs Pro,Apparel,Shirts,Europe,Germany,Andreahaven,7.0,410.28,0.14,2469.89,496.24,27.38,High,Alexandra Cobb,W2
O-3423,2025-06-07,,Middle X,Apparel,Jackets,Asia,Japan,Stephanietown,9.0,154.4,0.17,1153.37,179.9,,Medium,David Williams,W2
O-1443,2025-02-05,C-1191,Individual X,Apparel,Shirts,North America,Canada,Port Beth,11.0,553.1,0.26,4502.23,750.82,20.89,Low,,W3
O-9947,2024-09-28,C-9256,Appear Plus,Apparel,Jackets,Europe,,Port Michelleshire,,599.3,,599.3,164.69,25.72,Low,Johnny Russell,
O-3256,2024-10-17,C-1326,Mind Pro,,Chairs,Asia,India,Williamschester,13.0,993.77,0.28,9301.69,2129.98,47.45,Medium,Joshua Woods,W1
O-9456,2024-09-02,C-5370,Mention Pro,Furniture,Chairs,Europe,Germany,Allenborough,,379.5,0.14,326.37,84.46,22.13,,Adam Hernandez,W2
O-4454,2024-09-26,C-3828,Eat Plus,Furniture,Chairs,North America,USA,Courtneyhaven,20.0,954.48,0.24,14508.1,2499.79,7.83,Low,Kyle Cross,W4
O-4121,2025-04-19,C-5330,Cover X,,Shoes,,France,Lake Michael,18.0,554.14,0.06,9376.05,2071.19,41.66,Low,Miranda Graham,W4
O-2358,,C-6976,Hair Plus,,Tables,North America,Canada,East Vanessaburgh,6.0,606.91,0.15,3095.24,357.24,5.22,High,Scott Massey,W4
O-8530,2025-06-22,C-7709,Bag X,Apparel,Shoes,North America,,,4.0,592.16,0.21,1871.23,219.98,6.83,Low,Amanda Higgins,W3
O-3066,2024-08-18,C-2102,,Apparel,Jackets,Europe,,Dawnhaven,11.0,719.14,0.12,6961.28,1883.18,20.4,Low,David West,W4
O-6202,2025-03-26,C-3144,Property Pro,Apparel,Shirts,Europe,France,,,769.16,,769.16,92.75,20.11,High,Deborah George,W3
O-2905,2025-02-17,C-3624,Manager Pro,Electronics,Laptops,North America,Canada,South Marktown,1.0,658.05,0.17,546.18,105.18,37.76,,Penny Riddle,W2
O-5287,2024-07-31,C-4370,Time Plus,Furniture,Chairs,Asia,India,Freemanhaven,20.0,,0.24,0.0,0.0,15.27,Medium,Jose Caldwell,W1
O-8990,2024-11-15,C-8216,Share Plus,Apparel,Shoes,Europe,France,North Shawn,12.0,883.27,0.27,7737.45,1595.3,45.62,Low,Charles Aguilar,W3
O-3148,2025-03-30,C-8117,These Mini,Electronics,Phones,Asia,,New Mitchellton,13.0,951.68,0.25,9278.88,1823.11,39.56,High,Ashley Graves,W2
O-9252,2025-06-17,C-7860,Write Plus,Apparel,Jackets,North America,Canada,Bryanchester,6.0,84.77,0.2,406.9,59.38,16.49,High,Joshua Love,W1
O-3924,2024-08-08,C-1392,Quite X,Furniture,Tables,,UK,Paynemouth,,633.26,0.02,620.59,132.45,,Medium,Michael Stephens,W2
,2025-02-17,C-4293,Performance Plus,Electronics,Laptops,Europe,France,Krauseborough,5.0,258.65,0.29,918.21,102.74,26.46,,Jennifer Campbell,
O-8678,2024-10-05,C-5633,,Apparel,Shoes,Europe,France,,11.0,273.9,0.14,2591.09,565.83,26.44,Low,,W1
O-9549,2024-08-29,C-4491,Of X,Furniture,Tables,Europe,France,New Markhaven,,628.51,0.27,458.81,100.11,5.3,High,Shawn Williams,W1
O-5441,2024-10-22,C-8296,Paper Plus,Apparel,Shoes,Asia,China,Scottfort,5.0,110.88,,554.4,128.4,31.92,Low,Veronica Campbell,W3
O-5799,2025-06-26,C-8402,All Mini,Apparel,,North America,USA,Bryanstad,10.0,518.36,0.22,4043.21,486.38,17.59,Medium,Sarah Howard,W1
O-5433,2025-03-26,C-2211,Television Pro,Apparel,Shoes,Asia,China,,1.0,507.15,0.03,491.94,63.08,24.6,Low,Colleen Patrick,W2
O-9246,2024-12-02,C-6522,,Electronics,Laptops,Europe,France,Josephhaven,13.0,32.27,0.07,390.14,51.38,28.79,High,Katherine Chavez,W1
O-6084,2025-03-14,C-8121,Model X,,Jackets,Asia,Japan,Mejiastad,1.0,780.2,0.24,592.95,107.96,40.01,High,,W3
O-9236,2024-12-10,C-8978,Get Mini,Furniture,,,China,Franklinhaven,18.0,231.06,0.15,3535.22,459.23,,High,Meghan Huff,W1
O-9722,2025-03-25,C-6066,Might Pro,Furniture,Sofas,Europe,France,Lindahaven,15.0,38.87,0.28,419.8,64.83,42.52,Low,Amanda Gonzalez,W1
O-9938,2024-09-28,C-8185,,,Phones,Asia,Japan,Richardchester,1.0,997.39,0.26,738.07,160.97,18.6,Medium,Derek Costa,W2
O-2333,,C-2533,,Furniture,Sofas,,,New Kevin,3.0,135.54,0.07,378.16,84.88,,Medium,Jerry Casey,W2
O-8339,,C-1191,Blue Mini,Electronics,Tablets,North America,,Katherineborough,15.0,750.95,0.06,10588.39,2370.56,,,Phillip Williams,W4
O-6719,2025-01-14,C-8570,Series Pro,Apparel,Shirts,Asia,Japan,,20.0,950.76,0.03,18444.74,4222.49,47.28,,John Burns,W2
O-8786,2025-01-03,C-9362,It Plus,Electronics,Laptops,Asia,,Lake Erika,12.0,968.81,0.16,9765.6,1516.14,14.81,,Steven Guerra,W4
O-4811,2024-09-03,C-7148,Moment Pro,Electronics,Laptops,Asia,India,Reedville,17.0,514.96,,8754.32,1558.82,12.7,Medium,Sharon Hernandez,W3
O-8252,2024-09-13,C-4609,Put X,Apparel,Shoes,North America,,Jacksonbury,19.0,,0.13,0.0,0.0,7.43,Medium,Autumn Brooks,W1
O-3973,2025-03-31,C-6791,Feeling Pro,,Phones,Europe,UK,Lake Kimberlytown,18.0,777.28,0.16,11752.47,3139.84,14.42,Low,,W4
O-3375,2024-08-25,C-8478,First X,Apparel,Jackets,,China,West Brooke,11.0,893.03,0.29,6974.56,1676.21,18.96,High,Robert Mccarthy,W3
O-7708,2025-02-04,C-8644,Road Mini,Furniture,Tables,Asia,Japan,East Stephanieberg,20.0,,0.02,0.0,0.0,35.9,High,Mr. Larry Hamilton,W4
O-9405,2024-08-28,C-5875,Institution X,Electronics,Laptops,Europe,Germany,Melissashire,15.0,412.75,,6191.25,689.85,17.72,,James Thomas,W2
O-8743,2025-06-13,,Church X,Furniture,Chairs,North America,USA,,2.0,344.26,0.1,619.67,82.07,40.76,Medium,,
O-3219,2024-11-17,,,Apparel,Jackets,Asia,India,Williamsview,17.0,694.43,0.24,8972.04,2578.66,11.77,High,Caroline Johnson,W3
O-1438,2025-04-24,C-3929,Analysis X,Electronics,Phones,Asia,Japan,Joseland,7.0,277.18,0.2,1552.21,169.7,5.05,Low,,W1
O-6723,2025-02-15,C-7615,Like X,Electronics,Laptops,Europe,France,,13.0,384.98,0.03,4854.6,556.26,9.57,Low,Bob Walker,W4
O-5787,2024-12-31,C-2178,Describe Mini,Apparel,Shirts,Europe,Germany,East Angela,5.0,161.01,0.28,579.64,157.44,13.35,Medium,Daniel Chavez,W3
O-3557,2025-03-13,C-3897,Lose X,Electronics,Phones,Europe,UK,,9.0,302.39,0.18,2231.64,606.91,47.35,Medium,Daniel Smith,W4
O-7254,2024-12-06,C-6062,Each Plus,Apparel,Jackets,North America,USA,Aprilport,12.0,,0.24,0.0,0.0,41.69,Medium,,W4
O-7207,2025-03-24,C-4576,,Apparel,Jackets,Asia,China,Hallport,5.0,459.4,0.12,2021.36,405.51,8.53,Low,Paul Zimmerman,W1
,2025-02-21,,,Furniture,Chairs,Europe,UK,North Benjaminville,19.0,90.75,0.17,1431.13,286.14,14.69,Low,John Anderson,W4
O-3231,2024-10-15,,,Apparel,Shoes,North America,Canada,,20.0,329.82,0.03,6398.51,1834.34,27.72,,Robert Banks,W4
O-4974,2025-06-23,C-5286,,Furniture,,Europe,Germany,South Ravenmouth,12.0,504.72,0.03,5874.94,1577.98,7.52,,Tina Smith,W3
O-4490,,,,Furniture,Sofas,Asia,Japan,West Bridget,8.0,303.74,0.05,2308.42,283.77,49.04,Medium,,W4
O-2583,2025-05-25,C-9031,Hand Pro,Electronics,Laptops,Asia,India,North Toddburgh,9.0,486.07,0.16,3674.69,368.03,42.66,High,Angela Frazier,W3
O-7176,2024-09-26,C-9802,Admit Pro,Furniture,Tables,North America,Canada,New Adrian,5.0,221.97,0.27,810.19,81.92,29.28,Medium,Aaron Marshall,W4
,2025-07-16,C-7731,Anyone Plus,Furniture,Sofas,North America,Canada,New Jeffreybury,5.0,52.07,,260.35,54.77,9.07,Medium,,W2
O-4426,2025-04-21,C-4792,At Mini,Electronics,Phones,Europe,UK,New Margaretberg,13.0,248.41,0.2,2583.46,587.32,,,,W1
O-4805,,C-7140,Nature X,Electronics,Tablets,North America,USA,Lewisborough,1.0,950.51,,950.51,200.21,,Medium,Patrick Johnson,W2
O-9604,2025-05-30,C-2548,Leave Plus,Electronics,Tablets,Europe,,Johnchester,19.0,177.23,0.08,3097.98,840.36,14.17,Low,Heather Anderson,W3
O-1053,2025-04-03,C-5089,Material Pro,Apparel,Jackets,Asia,Japan,New Jermaine,17.0,,0.27,0.0,0.0,46.09,Medium,,W4
O-3425,2024-09-14,C-4171,Yet X,Electronics,Tablets,North America,USA,Lake Robert,15.0,249.32,0.2,2991.84,586.31,7.85,,Melissa Rojas,
O-7367,2025-06-18,C-8129,Drop Plus,Apparel,Shoes,Europe,Germany,Henryfort,15.0,597.17,0.01,8867.97,1186.81,27.78,Low,,W4
O-2895,2024-10-22,C-3657,Run X,Electronics,Phones,Asia,China,South Emily,8.0,410.37,0.02,3217.3,893.56,,Medium,Mark Jenkins,W2
O-9678,2025-02-05,C-8446,Truth X,Apparel,Shirts,North America,Canada,South Paula,8.0,589.4,0.11,4196.53,433.67,32.51,High,,W3
O-7664,2024-10-31,C-9768,Man Mini,Electronics,,Europe,UK,North Jeffrey,12.0,697.17,0.03,8115.06,1860.41,46.66,Low,Rodney Long,W1
,2024-11-08,C-1651,Capital X,Furniture,Sofas,Europe,France,,2.0,775.26,0.12,1364.46,375.78,8.19,Low,Melissa Neal,W4
O-3911,2024-12-16,,Go X,,Shirts,Asia,Japan,East Stephanie,4.0,776.56,0.08,2857.74,431.62,10.7,Medium,Willie Coleman,W1
O-2848,2025-05-23,C-7050,Air X,Furniture,Chairs,Asia,Japan,New Carlos,13.0,,0.02,0.0,0.0,29.71,,Brandi Meza,W2
O-9003,,C-7647,Arrive Pro,Furniture,Sofas,Asia,Japan,Kennethmouth,15.0,12.69,0.17,157.99,42.01,37.73,,Christian Proctor,W1
O-6025,,C-2949,Matter Plus,Electronics,Tablets,North America,Canada,South Thomas,8.0,283.36,0.18,1858.84,209.5,,,Lauren Martinez,W1
,2025-02-01,C-1063,Anything Pro,Furniture,Chairs,Europe,France,North Peterville,,,0.25,0.0,0.0,18.16,Low,Edgar Bush,W2
O-8524,2025-07-01,C-4894,Law Mini,Apparel,Shoes,North America,,Brianborough,8.0,239.54,0.06,1801.34,373.96,6.81,Medium,Isaac Yoder,W1
O-8208,2024-08-16,C-3540,,,Jackets,North America,Canada,New Crystalport,17.0,959.73,0.04,15662.79,3205.99,32.61,Medium,Donald Hernandez,
O-4600,2024-08-26,C-9362,Page Mini,Furniture,Chairs,Europe,Germany,Delgadobury,15.0,914.75,0.23,10565.36,2156.77,20.61,High,Michael Booker,W1
O-4316,2024-09-14,C-3519,Beautiful X,Furniture,Tables,North America,Canada,,8.0,433.93,0.14,2985.44,847.57,34.42,Medium,Michael Smith,
O-1125,2025-03-21,C-6172,Really Mini,Electronics,Phones,Europe,France,West Aprilstad,10.0,255.84,0.14,2200.22,376.95,47.54,High,Nicole Smith,W2
O-8515,2025-01-09,C-1595,Pass Plus,Furniture,Chairs,Europe,UK,,16.0,164.17,,2626.72,646.84,,Medium,Latoya Harper,W4
O-7517,2024-12-27,C-4773,Low Plus,Furniture,Tables,Asia,India,Hendersonbury,,969.99,0.04,931.19,246.02,24.34,Medium,Allison Larson,W2
O-3108,,C-9961,Effort X,Apparel,Shoes,Asia,India,Kellyhaven,3.0,604.72,0.02,1777.88,279.49,24.34,Low,Ashley Roman,W4
O-2759,2024-09-19,C-7045,Long Plus,Electronics,,Asia,Japan,South Brittanybury,15.0,,0.1,0.0,0.0,10.83,High,Savannah Powell,W1
,2024-10-13,C-1223,Address Pro,Apparel,Shirts,North America,USA,Blackburnmouth,13.0,153.29,0.22,1554.36,450.32,27.13,Low,Amy Rogers,W4
O-6222,2024-10-27,C-6272,Ahead Pro,Apparel,Shirts,Asia,Japan,New Michael,,127.84,0.18,104.83,16.76,12.29,High,,
O-8582,,C-7331,,Furniture,,Asia,India,Jonesburgh,2.0,969.39,,1938.78,393.56,48.41,,,W1
O-1255,2025-06-24,,Term Mini,Electronics,Phones,,China,Anthonyborough,16.0,779.1,0.15,10595.76,1077.72,23.77,High,Sergio Kramer,W3
O-2552,2025-02-05,C-7462,Difference Mini,Electronics,Laptops,Europe,France,Howellmouth,2.0,235.0,0.01,465.3,137.75,47.16,Medium,Paula Robinson,W4
O-8775,2024-12-09,C-3040,Military Mini,Electronics,Tablets,,UK,Jameston,10.0,379.51,0.04,3643.3,1036.51,26.48,High,Meagan Skinner,W3
O-6154,2024-11-14,C-6947,Pay X,,Chairs,North America,Canada,New Catherine,3.0,,0.21,0.0,0.0,38.4,Low,Laura Baird,W1
O-4729,2024-08-14,C-2615,Story Pro,,Tables,,,Evansfurt,8.0,29.43,0.03,228.38,50.22,38.4,Low,Sharon Cooke,W2
O-6751,2024-08-15,,Attention Mini,Electronics,Tablets,Europe,UK,West Steventown,19.0,313.09,0.09,5413.33,1621.74,42.75,Medium,Amy Robertson,W3
O-2335,,C-3251,Into Plus,Furniture,Sofas,North America,Canada,Loriside,2.0,44.02,0.29,62.51,6.99,38.38,,Jennifer Pena,W4
O-4667,2024-09-19,C-4892,Himself Pro,,Chairs,,Canada,,17.0,991.28,0.07,15672.14,2493.36,21.44,High,Angela Guzman,W2
O-2439,2025-05-27,C-1778,Almost Plus,Electronics,Laptops,North America,,Barnesbury,20.0,933.42,0.15,15868.14,1758.81,25.73,Medium,Adam Smith,W4
O-7129,2024-12-23,,General X,Furniture,Sofas,Europe,UK,,16.0,485.46,0.26,5747.85,1359.1,45.41,Low,William Green,W2
,2025-02-06,C-9599,Other Mini,Furniture,Sofas,North America,USA,Henrymouth,5.0,230.58,0.02,1129.84,205.83,,,Julia Burch,W1
O-5440,2025-05-18,C-4214,Conference X,Electronics,Tablets,Asia,Japan,Lake Natalie,3.0,,0.12,0.0,0.0,17.48,High,,W1
O-9128,2025-01-29,C-2734,Knowledge Mini,Electronics,Tablets,,India,Alyssashire,17.0,152.89,0.3,1819.39,285.4,41.4,High,Oscar Howard,W1
O-8333,2025-02-07,C-2111,Southern X,Electronics,,North America,USA,,19.0,714.15,0.19,10990.77,2677.75,7.24,Medium,Hannah Estrada MD,W4
O-5971,2025-03-16,C-7936,Television Plus,Electronics,Tablets,North America,USA,Shariport,,740.4,0.19,599.72,110.48,20.87,Low,Michelle Flores,W2
O-9456,2025-03-11,C-3529,On Pro,Furniture,Chairs,,China,Lake Zachary,15.0,762.02,0.23,8801.33,2386.76,22.01,Low,Michael Stuart,W2
O-9012,2024-12-15,C-7365,Shoulder Plus,Furniture,Sofas,Asia,India,Weissfort,7.0,980.69,0.06,6452.94,1179.68,,High,James Walker,W2
O-4890,2024-08-04,C-7649,Black Pro,Furniture,Tables,,France,South Lisa,14.0,541.67,0.09,6900.88,2009.61,11.02,,Kristine Arnold,W4
O-3670,2024-08-18,C-7161,Agency Pro,Apparel,Shirts,Asia,,Jonesfurt,9.0,958.85,0.04,8284.46,1863.0,37.38,High,Nicole Martin,W1
O-2058,2025-02-11,C-1024,Success Pro,,Shirts,North America,Canada,Lake Kathleenton,13.0,98.7,0.04,1231.78,178.98,23.31,Medium,David Wright,W4
O-9237,2025-02-20,C-3652,Again Plus,Apparel,Jackets,Asia,India,,12.0,758.86,,9106.32,1602.98,29.08,Low,Angelica Boone,W3
O-9122,2025-01-29,C-3633,Discuss Mini,Furniture,Sofas,North America,,Barreraville,4.0,705.32,,2821.28,478.94,20.85,Medium,Debra Hall,
,2025-07-24,C-6452,Usually X,Apparel,Shirts,Europe,UK,Yangport,3.0,974.74,0.29,2076.2,581.65,18.94,,Teresa Rodriguez,W2
O-7728,2025-02-25,C-2442,Pattern X,,,Europe,Germany,East Ericchester,20.0,639.38,0.09,11636.72,3445.91,32.05,Medium,,W3
O-5173,2024-08-23,C-7166,Each Pro,Furniture,Chairs,Asia,China,West Gabriel,6.0,77.04,0.04,443.75,56.29,5.39,Low,Samantha Phillips,
O-6102,,C-2212,Wonder X,Electronics,Laptops,North America,Canada,Lake Andrefurt,16.0,235.24,0.08,3462.73,982.16,23.15,Low,Holly Williams,W3
O-4413,2025-06-27,C-6465,Story Mini,Apparel,Shoes,Asia,India,East Jamie,19.0,552.29,0.22,8184.94,833.01,26.1,Low,Karen Hall,W2
O-9043,2025-04-18,C-2790,General Plus,Apparel,Shoes,Asia,India,New Autumn,3.0,855.26,0.23,1975.65,321.14,,High,Dennis Pearson,W1
O-1440,2024-08-31,C-7198,Weight Plus,Apparel,Shirts,North America,Canada,Port Daniel,17.0,656.01,0.12,9813.91,1298.12,9.88,Medium,Timothy Meyer,W4
O-6389,2025-04-03,C-4659,White Plus,Apparel,Jackets,Asia,India,East Angelafort,11.0,619.74,0.05,6476.28,1822.2,21.46,Medium,Alexander Brown,W4
O-4224,2025-05-29,,Idea Mini,,Tables,Europe,France,East Ashleymouth,4.0,960.21,0.12,3379.94,653.38,49.07,High,Shirley Frey,W2
O-6847,2025-05-29,C-1695,,Electronics,Laptops,North America,USA,,5.0,682.52,0.16,2866.58,810.69,30.94,High,Nicholas Doyle,W4
O-6687,2024-10-12,C-7915,Usually Pro,Furniture,Sofas,Asia,India,East Christine,13.0,,0.07,0.0,0.0,49.35,Low,Shannon Tucker,W3
O-6874,2024-11-23,C-8553,,Apparel,Shoes,Asia,China,Roberttown,15.0,768.9,0.21,9111.47,1072.41,21.8,High,Christopher Harris,W3
O-4375,2025-01-07,C-2834,Direction Plus,Furniture,Tables,Asia,Japan,New Judithport,13.0,388.76,0.21,3992.57,1058.62,44.19,Medium,,W3
O-2355,2025-03-25,C-4734,Behavior X,Electronics,Laptops,Europe,UK,,8.0,904.13,0.06,6799.06,1727.78,27.52,Low,Kevin Brown,W4
O-4185,,C-3425,Music Mini,Electronics,Phones,Asia,,East Derrick,1.0,959.94,0.04,921.54,92.56,21.02,Low,Scott Burton,W3
O-9859,2024-09-12,C-9749,Loss Pro,Apparel,Jackets,Asia,China,Vickieborough,11.0,,0.08,0.0,0.0,38.73,,Mark Herrera,W2
O-3049,2025-04-23,C-8022,Marriage Pro,Electronics,Laptops,Asia,India,Martintown,6.0,214.71,0.25,966.19,99.95,13.61,Medium,Richard Stein,W4
O-8495,,C-1997,Who Plus,Apparel,Shoes,Europe,Germany,Rojasstad,8.0,217.86,,1742.88,306.02,14.45,High,Deanna Robertson,W1
O-2523,2024-08-08,C-1774,House Pro,Furniture,Chairs,Europe,Germany,Hornland,12.0,298.02,,3576.24,963.93,41.99,High,Gregory Clark,W1
O-6188,2025-07-11,C-1418,Air Plus,Furniture,Sofas,Asia,China,,9.0,340.57,0.0,3065.13,386.85,38.11,Medium,Margaret Klein,W4
O-6646,,C-1581,Partner Mini,,Phones,Europe,Germany,Rodriguezmouth,17.0,,0.28,0.0,0.0,,Low,Devin Delgado,W3
O-9927,2025-04-20,C-2467,Situation Plus,Furniture,Chairs,Asia,India,Greenburgh,10.0,226.13,,2261.3,562.97,46.42,Medium,Craig Malone,W1
O-3228,2024-08-30,C-6326,Respond Plus,Apparel,Shoes,Europe,UK,Mariaside,17.0,,0.28,0.0,0.0,49.04,Medium,Joseph Daniel,W2
O-3512,2025-05-15,,,Apparel,Shoes,North America,USA,Hofort,2.0,424.06,0.12,746.35,187.26,18.54,Low,Christina Fox,W4
O-5767,2025-03-29,C-8628,Yeah Plus,,Phones,Asia,China,South Gregory,20.0,937.89,0.11,16694.44,3662.83,10.22,,Nancy Lewis,W2
O-1064,,C-6974,Take Pro,Apparel,Shoes,North America,USA,North Lisa,6.0,307.52,0.11,1642.16,460.0,,,Margaret Jimenez,W2
,2024-12-18,C-3757,,Furniture,Tables,North America,USA,Smithbury,16.0,900.7,0.29,10231.95,2286.25,27.13,Low,William Taylor,W1
O-4531,2025-05-09,C-3531,Each Pro,Electronics,Phones,North America,Canada,South Brian,5.0,944.99,0.27,3449.21,653.45,38.69,High,Donna Smith,W3
O-5304,2025-02-16,C-2612,Onto X,Apparel,Jackets,Asia,Japan,Wallacefurt,7.0,894.56,,6261.92,1384.63,8.4,Low,Chelsea Sellers,W4
O-4937,2024-08-31,,,Furniture,Sofas,Asia,India,Mirandaton,11.0,109.21,0.04,1153.26,288.35,32.76,Low,Jeremy Walsh,W1
O-2089,2025-04-28,C-5846,Already Mini,Electronics,Phones,Europe,UK,Hallmouth,10.0,937.17,0.18,7684.79,799.47,9.22,,Cody Jones,W3
O-5167,2024-10-02,C-8859,Assume X,Apparel,Shoes,Europe,UK,Katherinemouth,7.0,971.77,0.02,6666.34,1681.73,17.47,Low,Darren Cox,W3
O-4362,2025-06-21,C-1419,Free Plus,Apparel,Shirts,Asia,Japan,Joshuaville,12.0,866.22,,10394.64,2377.7,21.86,Low,Anna Coffey,W1
,2025-05-11,C-3867,Manage X,Electronics,Laptops,Asia,Japan,West Chrisborough,8.0,320.66,0.06,2411.36,408.02,47.32,Medium,Tina Sheppard,W3
O-4829,2024-12-01,C-3276,Against Pro,Furniture,Tables,Asia,India,Allisonmouth,5.0,10.9,0.12,47.96,9.41,39.41,Low,Danielle Cox,W4
O-2773,2025-01-17,,Develop Plus,Apparel,Shoes,Asia,China,North Carlaview,10.0,265.83,0.1,2392.47,273.73,8.39,Low,William Mcgee,W3
O-1591,2025-04-17,C-5106,Buy Mini,Furniture,Chairs,,USA,,14.0,441.36,,6179.04,1785.22,48.06,High,Chase Green,W2
O-9179,2024-10-25,C-9451,Expect Pro,Furniture,Sofas,North America,USA,,10.0,101.99,0.01,1009.7,301.5,17.58,Medium,Sandra Knight,W2
,2025-01-03,C-8722,Return Pro,Apparel,,Asia,Japan,Jacquelinemouth,5.0,591.05,0.07,2748.38,661.06,30.46,Medium,Cheryl Thompson,
O-3218,2024-10-01,C-5074,Edge Pro,,Sofas,Europe,UK,Christinemouth,15.0,756.45,0.11,10098.61,2078.32,12.92,High,Jerome Martinez,
O-2514,2024-12-11,C-1196,Anyone Mini,Electronics,Laptops,Asia,China,Herringville,6.0,829.78,0.29,3534.86,749.78,40.05,Medium,Nancy Edwards,W1
